date,high,low,open,close,volume,quoteVolume,weightedAverage
2017-04-27,2.79603039724608,2.6514022748236643,2.787046219649289,2.7725824740952616,3744746.5564336,239362.54472099,15.64466387
2017-04-28,2.775089162282406,2.7146948769334527,2.7725824740952616,2.738902664584975,1364498.5071812,87640.65485775,15.56924134
2017-04-29,2.833213344056216,2.731270437921448,2.7392673175480144,2.8286440974006255,1923338.4382855,118032.1837755,16.29503392
2017-04-30,2.8622008809294686,2.8081971497071487,2.828647877567805,2.8227241067896562,1614004.4644826,94827.69375741,17.02039141
2017-05-01,2.8701690505786455,2.7789434884988298,2.8231630082027146,2.8478611277848644,3102289.758374,182641.07206123,16.98571807
2017-05-02,2.879198456736242,2.806386101823072,2.8428118838593677,2.847812143477369,1265638.7041997,73803.3213885,17.14880415
2017-05-03,3.175725170706779,2.833801474015058,2.844885017243475,3.129826020715057,8189456.7938114,389548.78199346,21.02293004
2017-05-04,3.2809112157876537,3.0771851238934635,3.135359876471226,3.2115597237473246,8492273.6254083,351188.41152485,24.18153147
2017-05-05,3.3843902633457743,3.1615106081401265,3.211559720926764,3.2652249168055616,8838222.0488927,331070.81340299,26.69586593
2017-05-06,3.4297041624383313,3.258097198021264,3.2652249168055616,3.3576738715407712,4365218.1914494,154814.5639247,28.19643114
2017-05-07,3.481849543580719,3.3555024224000256,3.35851949764109,3.428825596275378,6078979.849315,199383.53177794,30.48887636
2017-05-08,3.436262943026737,3.2939832973550063,3.4307561839036995,3.3578336910172193,4264249.9050311,143903.35069721,29.63273533
2017-05-09,3.5553480614894135,3.162940201844158,3.3577049037397324,3.526360524910279,6401423.487786,219363.62936433,29.18179055
2017-05-10,3.668304943502464,3.4292988117730303,3.526360524910279,3.472618287264917,10398038.798126,300228.70095608,34.63372677
2017-05-11,3.5291400727964324,3.3338030154560387,3.472220720842558,3.433990430286395,5474825.1110604,177035.6072029,30.92499411
2017-05-12,3.4646201180433716,3.2962071678045244,3.4353681225142902,3.3235928921174933,3211123.8672299,107349.64793793,29.91275638
2017-05-13,3.3843902633457743,3.2386784521643803,3.3235928921174933,3.381181961907266,2219273.9575679,80731.73931849,27.48948525
2017-05-14,3.4372078191851885,3.3250360206965914,3.380994674344636,3.373013891015907,2110048.8348221,71424.97803818,29.54216987
2017-05-15,3.381881674381182,3.2356891974183575,3.3725749741994773,3.2503744923151685,3029595.8837112,113512.06984786,26.6896365
2017-05-16,3.257715696279702,3.1441522786722644,3.2503744923151685,3.171784214818627,4983200.4743428,201237.27573284,24.76281025
2017-05-17,3.2995337275166516,3.033509637888021,3.1717842106257548,3.259618486193661,4824278.4425879,201662.7638459,23.92250483
2017-05-18,3.3978584803966405,3.235142798906256,3.259618486193661,3.3680395385391115,4054541.445438,147516.67895344,27.4853086
2017-05-19,3.3784551913610117,3.265759410767051,3.3719832029311068,3.3077635608614018,2805774.588563,100555.42226477,27.9027677
2017-05-20,3.328626688468897,3.2919225071101024,3.306302940993006,3.3059283962759953,1321943.244264,48290.99623535,27.37452832
2017-05-21,3.3638069924435965,3.2268439945173775,3.309708692452381,3.2445435716167785,2719709.4058119,101555.55068527,26.78050965
2017-05-22,3.2634496843327314,3.0783174335317534,3.2451671584326487,3.1855258443595167,3162615.0403307,130154.8451294,24.29886522
2017-05-23,3.4339872044851463,3.142102765630368,3.173878459355875,3.4258899942525267,4350188.4179013,154290.5292508,28.19478576
2017-05-24,3.543853682063679,3.3724549127965013,3.4204262921267206,3.5109483949641547,5259195.3956684,164666.43983386,31.93847757
2017-05-25,3.530174194500433,3.182279306685445,3.506097791487525,3.295242758816858,5922051.5328054,199048.02614874,29.75187268
2017-05-26,3.4011973816621555,3.146305132463473,3.295836866004329,3.189623873511108,5482937.1911682,211670.71122892,25.90314531
2017-05-27,3.2335673728228578,2.740840023925201,3.1815822888435754,3.092200872586145,4814522.9723393,229604.06118588,20.96880581
2017-05-28,3.2168738221975275,2.975529566236472,3.0922008730401647,3.125761035749241,2876230.0616357,127287.38214916,22.59634861
2017-05-29,3.238678450595753,3.065323633510984,3.122638103029732,3.2132308708529083,2618556.2324158,109642.347915,23.88270848
2017-05-30,3.2634667070484094,3.131136910560194,3.2088254890146994,3.1606460617620487,2320403.96533,94034.78195016,24.67601792
2017-05-31,3.2268439941205522,3.082702953007154,3.1607348310428423,3.202746442938317,2172656.2876401,90983.26283694,23.87973589
2017-06-01,3.360496389543037,3.1865724197516005,3.2031528644029645,3.2733640101522705,3699231.2620833,138766.86718153,26.65788554
2017-06-02,3.3194744734919874,3.228826155721369,3.2733640101522705,3.3006401263022447,1906553.6614007,72013.21981314,26.47505091
2017-06-03,3.3011107114684366,3.2526587028357694,3.300592202190376,3.2736905931818634,979980.68087608,37121.07440885,26.3995775
2017-06-04,3.3178157727231046,3.2488089648036373,3.273288249706763,3.3105430133940246,1293548.9287691,48294.65046998,26.78451787
2017-06-05,3.4304325043406556,3.2981076824146847,3.3068867025572146,3.3930611010511225,3585177.2689434,123522.7403111,29.02443112
2017-06-06,3.4299467946242546,3.2958368652635883,3.4005304916737846,3.3946718992710805,5970606.0576099,203379.70802964,29.35694084
2017-06-07,3.421421488750698,3.3145495749364833,3.3976954095762335,3.3367542124228917,2125020.7149108,72482.65243162,29.31764558
2017-06-08,3.4201620949345135,3.3105430133940246,3.3329621545188015,3.3985754159790384,1812662.9115972,61935.30454566,29.26703799
2017-06-09,3.4496591357204136,3.385186186176163,3.398615705335145,3.3858379359788526,2218600.7462304,73634.31895984,30.12998256
2017-06-10,3.4011973816621555,3.3477962744145917,3.3851861865148765,3.354804355360601,1421772.6731281,48367.58984359,29.39515236
2017-06-11,3.5363108554693294,3.355851280244075,3.3622597564357055,3.5057197177456048,3130330.4108941,99804.48230256,31.3646275
2017-06-12,3.5094537001328745,3.204951238232168,3.5057197177456048,3.332204509818061,4055591.354974,143664.53999743,28.22959204
2017-06-13,3.40431020213889,3.301377047116593,3.332204509818061,3.402013424608521,1820707.8819272,63283.51517621,28.77065025
2017-06-14,3.4372078185421016,3.2805322560215457,3.400860674982823,3.3375826175518757,4397007.1903585,154177.99006015,28.51903302
2017-06-15,3.3775875160230218,3.1780538303479458,3.340385242265398,3.354328449893266,5149054.8677487,193071.16527126,26.66920697
2017-06-16,3.5085558999826545,3.296329453552049,3.3543624689920772,3.5060543965847577,7083236.7467062,231698.00336499,30.57098742
2017-06-17,3.8617817889913995,3.504271992228581,3.5057279379990085,3.8150031649865905,23095274.25856,570167.25672838,40.50613918
2017-06-18,3.817664166775292,3.6449275665847534,3.812937724568113,3.765732773939073,15179137.493882,358280.20556105,42.36666513
2017-06-19,3.9097983100274156,3.7358573127636276,3.76630335107874,3.850785697232738,14033134.468,302492.14834566,46.3917313
2017-06-20,3.8778892565209118,3.750679855019383,3.856497821847153,3.7954891891721947,6914148.3887534,151932.24191781,45.5081048
2017-06-21,3.817712325956905,3.708682081410116,3.7954891889474753,3.7750204751411767,6787450.5017424,156190.09494836,43.45634404
2017-06-22,3.8732821771117156,3.7386812040769364,3.7772008622004973,3.824284091120139,4246709.2933858,93364.58011634,45.48522885
2017-06-23,3.836652698187713,3.8047936069406556,3.8243714233327717,3.810119328014329,2511817.8196722,55062.41828038,45.61764445
2017-06-24,3.8189241614974105,3.6888794541139363,3.810119328014329,3.726770086948591,3113362.1489024,73115.46420174,42.58144542
2017-06-25,3.784189633918261,3.629660094453965,3.7216795825289855,3.6938669956249757,5171541.3212321,126601.94482018,40.84882999
2017-06-26,3.713572066704308,3.487375081267122,3.6938669956249757,3.635214929528243,6321070.1543562,174194.59259608,36.28740743
2017-06-27,3.683866911536623,3.4773318080983215,3.635214929528243,3.6772116492462543,5828654.1683054,161668.53563439,36.05311414
2017-06-28,3.7508276060308092,3.6134806937514363,3.6772116492462543,3.719914953608001,5715095.8256585,142202.48490297,40.18984499
2017-06-29,3.7224909130917996,3.6375861599895436,3.7214838069158453,3.6681842982676227,3364028.1950132,84418.66562784,39.84934101
2017-06-30,3.708018543670574,3.6454498961866,3.6681842982676227,3.6568360757402907,2212929.8957593,55800.20702816,39.65809472
2017-07-01,3.6662371489061463,3.5739899131052026,3.660779811438589,3.6141397474964725,2169665.6733773,58311.40179032,37.20825784
2017-07-02,3.71439948137553,3.5610795635776484,3.6093077540613927,3.6999115461870513,3253494.6080694,84413.57949544,38.54231306
2017-07-03,3.871201010907891,3.676300671907076,3.696346695492113,3.8133070324889884,11120744.627894,249303.77105683,44.60720582
2017-07-04,3.942255676685461,3.812906069553387,3.8133070324889884,3.937690752176724,3979170.1014335,80788.99254422,49.25386461
2017-07-05,4.014579593753238,3.8824543295498573,4.001315112906908,3.965311801467258,12677634.653457,244524.47128141,51.84607735
2017-07-06,3.968022118382872,3.888344878073569,3.9659428474175766,3.926226828038836,4299356.9789046,84757.02293239,50.7256724
2017-07-07,3.9318256325282475,3.79002308258738,3.927896354584436,3.822098297900159,8146933.4334883,173878.8296609,46.85408482
2017-07-08,3.9450050674494173,3.764761209326788,3.819688394444696,3.9318256327243257,7158680.3503699,150965.67688942,47.41925779
2017-07-09,3.953600785438582,3.867023547026602,3.9318256327243257,3.8697149679177474,5493275.6615192,110272.08325487,49.81565142
2017-07-10,3.9007450707268507,3.7376725575647627,3.871205177565877,3.7882721986710113,8524481.0542802,186467.57286747,45.71562188
2017-07-11,3.833780762943969,3.6876286724625964,3.7901729910639865,3.7718409748282835,11379719.408906,263933.59549477,43.11584278
2017-07-12,3.8730326655289087,3.7184382563554808,3.7716108517114013,3.8470577284966065,10668762.093232,235886.83905252,45.22830581
2017-07-13,3.859360352634025,3.7736800558064014,3.8470577284966065,3.811305030481894,4588614.054288,101306.57074214,45.29433797
2017-07-14,3.824214851823591,3.6763006721602407,3.811305030481894,3.748256238646337,6750072.7774458,158095.09847216,42.69628117
2017-07-15,3.752323626670471,3.6270040503958487,3.748256238646337,3.645715996548993,7949898.8919143,201742.29181575,39.40620888
2017-07-16,3.7561076363523234,3.58351893845611,3.645715996548993,3.718452819356236,8336363.2095875,214881.17622017,38.79522327
2017-07-17,3.7612001156935624,3.677565694213663,3.718452819113521,3.7447870858158256,10800687.778119,258802.15591578,41.73337636
2017-07-18,3.8062157233183824,3.7064737627605275,3.7445506512479345,3.768201132677679,8713132.9799248,201551.77052766,43.23024777
2017-07-19,3.789899166879086,3.6689318163042404,3.7709454980767365,3.6887469410844727,6517310.433645,155119.21637264,42.01484887
2017-07-20,3.8308129500026027,3.6869800959747323,3.688746945085003,3.8038965050702527,10811451.360668,244866.63895986,44.15240641
2017-07-21,3.87097181777015,3.7871398235080593,3.799736574001819,3.8174925213620843,7447079.3028932,161770.16541336,46.03493656
2017-07-22,3.865979066926739,3.8097687713893897,3.817492520922427,3.8490581957568626,3346465.4870864,72290.71199936,46.29177655
2017-07-23,3.856535664943522,3.7773481021015445,3.8513057155181563,3.8089819100564686,3571048.7768501,78962.39624008,45.22467588
2017-07-24,3.822754318995109,3.7864597824528,3.810930481809896,3.8086161357162696,2502186.7446442,55501.53070699,45.08320244
2017-07-25,3.81561908170395,3.6912734993493794,3.8086161357162696,3.7402852500104546,6170127.4935881,146383.18443664,42.15052102
2017-07-26,3.7600004086583616,3.692373343368192,3.7402852424113098,3.740144806998627,3304932.1767688,79772.00199635,41.42972589
2017-07-27,3.744787086052232,3.7002894621890805,3.7368129657470526,3.7328963395307104,3575302.6026596,86494.30787893,41.33569815
2017-07-28,3.742420221041966,3.6457109587125576,3.7328963395307104,3.6798387102185988,3750332.0781598,93561.83765745,40.08399334
2017-07-29,3.7366214500993578,3.6391638618680036,3.6798387094617873,3.71357206694821,2527378.4898435,63644.66107973,39.71076987
2017-07-30,3.7376696182833684,3.6788291182604347,3.7159594585176783,3.689129501599458,1762269.6086795,43367.2563068,40.63594884
2017-07-31,3.7754699085072447,3.639426570394406,3.6963514495977985,3.7425363953361255,6442517.0449759,155927.09861511,41.31749453
2017-08-01,3.7952644448179504,3.6928745493329322,3.740144172855707,3.7671941469371175,7088545.8868356,166835.96321402,42.48811677
2017-08-02,3.767194146705949,3.723671238206793,3.765840495250065,3.733627606539566,2579637.0628341,60753.61426557,42.46063537
2017-08-03,3.7612001156935624,3.7321115256639965,3.7336276055833277,3.750679857839595,1213651.1682897,28505.9365716,42.57538303
2017-08-04,3.774277029167091,3.7450421589557252,3.750679857839595,3.763254123843555,2102288.1431915,48995.00513593,42.90821354
2017-08-05,3.850360345036039,3.759350605240259,3.7616950352936733,3.832234931999225,4984786.5024328,109271.07154227,45.61853775
2017-08-06,3.847960946764301,3.8066624897703196,3.8322349322158367,3.8163941276250086,2634185.1877889,57771.85702902,45.59633917
2017-08-07,3.8475911471885524,3.811097091262964,3.8163927741928254,3.82740314081905,2082512.7924991,45292.47073838,45.97922697
2017-08-08,3.9072817835779285,3.81989114796203,3.827403141036711,3.8891637112820634,3582064.2800618,76005.95816494,47.12872999
2017-08-09,3.9189895486169792,3.8437679442636354,3.8918200938248915,3.8709926556617775,3547106.2060328,73184.45857804,48.46802552
